Seller Platfrom,Seller SKU,Manufacturer Name,Manufacturer Code,Product Title,Description,Packaging,QTY,Catagory,Sub Catagory,Product Page URL,Attachment URL,Images URL
Dental City,66-090GR,Dental City,66-090GR,Dental City Topical Gel Grape,"Dental City Topical Anesthetic Gel contains 20% benzocaine for fast-acting relief and no systemic absorption. Its use is ideal for local injections, periodontal work, curettage, taking impressions, scaling, intra-oral radiographs, root planning and prophylaxis, as well as minor mouth irritations, wounds and ulcers. Our anesthesia gel is available in 9 flavors: banana, bubble gum, cherry, grape, mango, mint, pina colada, raspberry and strawberry.Features include: Fast-acting. No bitter aftertaste. 1oz. easy-use bottles. 9 flavors to choose from. Gluten free formula Item includes: 1oz. Bottle. Use the dropdown menu to select your desired flavor.Click to view allergen information",,,Anesthetics,Topicals,https://www.dentalcity.com//702/dental-city-topical-gel?66-090GR,https://www.dentalcity.com/MSDS/66-090.pdf,"['https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image1.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image2.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image3.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image4.jpg']"
Dental City,66-090MG,Dental City,66-090MG,Dental City Topical Gel Mango,"Dental City Topical Anesthetic Gel contains 20% benzocaine for fast-acting relief and no systemic absorption. Its use is ideal for local injections, periodontal work, curettage, taking impressions, scaling, intra-oral radiographs, root planning and prophylaxis, as well as minor mouth irritations, wounds and ulcers. Our anesthesia gel is available in 9 flavors: banana, bubble gum, cherry, grape, mango, mint, pina colada, raspberry and strawberry.Features include: Fast-acting. No bitter aftertaste. 1oz. easy-use bottles. 9 flavors to choose from. Gluten free formula Item includes: 1oz. Bottle. Use the dropdown menu to select your desired flavor.Click to view allergen information",,,Anesthetics,Topicals,https://www.dentalcity.com//702/dental-city-topical-gel?66-090MG,https://www.dentalcity.com/MSDS/66-090.pdf,"['https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image1.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image2.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image3.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image4.jpg']"
Dental City,66-090BA,Dental City,66-090BA,Dental City Topical Gel Banana,"Dental City Topical Anesthetic Gel contains 20% benzocaine for fast-acting relief and no systemic absorption. Its use is ideal for local injections, periodontal work, curettage, taking impressions, scaling, intra-oral radiographs, root planning and prophylaxis, as well as minor mouth irritations, wounds and ulcers. Our anesthesia gel is available in 9 flavors: banana, bubble gum, cherry, grape, mango, mint, pina colada, raspberry and strawberry.Features include: Fast-acting. No bitter aftertaste. 1oz. easy-use bottles. 9 flavors to choose from. Gluten free formula Item includes: 1oz. Bottle. Use the dropdown menu to select your desired flavor.Click to view allergen information",,,Anesthetics,Topicals,https://www.dentalcity.com//702/dental-city-topical-gel?66-090BA,https://www.dentalcity.com/MSDS/66-090.pdf,"['https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image1.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image2.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image3.jpg', 'https://www.dentalcity.com/CatalogImages/DENLN/19-19261-SKU_Image4.jpg']"
Dental City,66-201ST,Gingipak,20118,GINGICaine Topical Gel Strawberry 1oz 20118,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201ST,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201M,Gingipak,20116,GINGICaine Topical Gel Mint 1oz 20116,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201M,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201CC,Gingipak,20119,GINGICaine Topical Gel Cotton Candy 1oz 20119,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201CC,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201CH,Gingipak,20108,GINGICaine Topical Gel Cherry 1oz 20108,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201CH,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201PC,Gingipak,20117,GINGICaine Topical Gel Pina Colada 1oz 2011P 20117,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201PC,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201CM,Gingipak,20114,GINGICaine Topical Gel Chocolate Mint 1oz 20114,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201CM,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-201B,Gingipak,20113,GINGICaine Topical Gel Banana 1oz 20113,"Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in 7 different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Flavors: Bing Cherry, Mint, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 1oz Jar Topical Gel. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel?66-201B,https://www.dentalcity.com/MSDS/66-201B.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19332-SKU_Image1.jpg']
Dental City,66-1020,Dentsply Sirona,6631211020,Oraqix Periodontal Gel 2.5% 20/Pack 6631211020,"Dentsply Sirona Oraqix® (Lidocaine and Prilocaine periodontal gel) 2.5%/2.5% is an effective needle-free anesthesia for patients during scaling and root planing (SRP) dental procedures.  Dispenses as a liquid and sets as a gel.  Fast 30-second onset provides 20 minutes of anesthesia. . Features include: Non-injection anesthetic. Quick 30-second onset. pH neutral, safe for use on inflamed tissues. For adults who require localized anesthesia in periodontal pockets during scaling and/or root planing. Can be applied to one or several periodontal pockets. Can be reapplied if needed up to a maximum of 5 cartridges. Gluten-free. FDA Approved. In clinical trials, the most common side effects of Oraqix were application site reaction, headache, and taste perversion. Oraqix is contraindicated in patients with a known history of hypersensitivity to local anesthetics of the amide type or to any other component of the product. Not for use on children Item includes: 20 individually packed cartridges and blunt tipped applicators of 1.8ml. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",Pack ,20,Anesthetics,Topicals,https://www.dentalcity.com//712/dentsply-sirona-oraqix-periodontal-gel-25?66-1020, ,['https://www.dentalcity.com/CatalogImages/DENLN/19-19271-SKU_Image1.jpg']
Dental City,66-203,Cetylite,0203,Cetacaine 14gm W/ Dispensing Cap Liquid 0203,Cetacaine® Topical Anesthetic Liquid is for dental procedures such as SRP.  Cetacaine Liquid 14g bottle can be comfortably dispensed into periodontal pockets for up to 60 minutes of needle-free pain control.  The viscous liquid is easy to control using Cetylit,,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-14gm-liquid?66-203,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19333-SkuImage.jpg
Dental City,66-211,Cetylite,0211,Cetacaine 30gm W/ Dispensing Cap Liquid 0211,"Cetacaine® Topical Anesthetic 30g Liquid is for dental procedures such as SRP and can be comfortably dispensed into periodontal pockets for up to 60 minutes of needle-free pain control.  The viscous liquid is easy to control when applying.Cetacaine liquid bottles feature a unique luer-lock dispensing cap to fill luer-lock syringes with just the amount of anesthetic needed for treatment and to avoid waste.Onset within 30 seconds and duration typically 30-60 minutes.Item includes: 30g Cetacaine Liquid. Other ordering options available: 14g bottle yields up to 140 quadrant doses - see item #66-203. Clinical Kit includes 30g bottle, 100 syringes and tips - see item #66-0212. Chairside Kit includes 14g bottle, 20 syringes and tips - see item #66-0218. Cetacaine Syringes - see item #66-0219S. Cetacaine Delivery Tips - see item #66-0219T  This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-30gm-liquid?66-211,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19339-SkuImage.jpg
Dental City,66-150,Septodont,01-T0160,Lidocaine Ointment 5% Mint 50gm 01-T0160,Septodont Lidocaine Ointment is a topical analgesia for the oral mucosa before anesthetic injection during dental procedures.Features include: Amide-based topical anesthetic. Improves patient experience and comfort. Pleasant mint taste Item includes: 50g Jar. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item,,,Anesthetics,Topicals,https://www.dentalcity.com//925/septodont-lidocaine-topical-ointment?66-150,https://www.dentalcity.com/MSDS/66-150.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19316-SkuImage.jpg
Dental City,66-66400,Dentsply Sirona,66400,Oraqix Dispenser 66400,Dispenser for Dentsply Sirona Oraquix® (Lidocaine and Prilocaine periodontal gel) 2.5%/2.5%. This dispenser is autoclavable and designed for use with Oraqix cartridges.Oraqix is an effective needle-free anesthesia for patients during scaling and root planing (SRP) dental procedures and has a quick 30-second onset time. For Oraqix Periodontal Gel see item # 66-1020.Item includes: 1 Dispenser. ,,,Anesthetics,Topicals,https://www.dentalcity.com//712/dentsply-sirona-oraqix-dispenser?66-66400, ,https://www.dentalcity.com/CatalogImages/DENLN/19-19377-SkuImage.jpg
Dental City,66-320ST,Crosstex,UTS,Gum Numb Topical Strawberry 1oz UTS,"Gum Numb is a topical anesthetic by Crosstex that contains 20% benzocaine and minimizes salivation. The fast onset of 30 seconds and short duration times allow for no systemic absorption, while allowing complete temporary relief from the discomfort of many different procedures: local anesthetic injections, periodontal curetage, impression-taking, and intro-oral radiographs. This anesthetic comes in convenient 1 oz bottles. Rely on Gum Numb, a non-latex product made proudly in the U.S.A!Flavors:Bubble gumCherryGrapeMintPina coladaStrawberr",,,Anesthetics,Topicals,https://www.dentalcity.com//685/crosstex-gum-numb?66-320ST,https://www.dentalcity.com/MSDS/66-320BG.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19351-SkuImage.jpg
Dental City,66-320MI,Crosstex,UTM,Gum Numb Topical Mint 1oz UTM,"Gum Numb is a topical anesthetic by Crosstex that contains 20% benzocaine and minimizes salivation. The fast onset of 30 seconds and short duration times allow for no systemic absorption, while allowing complete temporary relief from the discomfort of many different procedures: local anesthetic injections, periodontal curetage, impression-taking, and intro-oral radiographs. This anesthetic comes in convenient 1 oz bottles. Rely on Gum Numb, a non-latex product made proudly in the U.S.A!Flavors:Bubble gumCherryGrapeMintPina coladaStrawberr",,,Anesthetics,Topicals,https://www.dentalcity.com//685/crosstex-gum-numb?66-320MI,https://www.dentalcity.com/MSDS/66-320BG.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19351-SkuImage.jpg
Dental City,66-320GR,Crosstex,UTG,Gum Numb Topical Grape 1oz UTG,"Gum Numb is a topical anesthetic by Crosstex that contains 20% benzocaine and minimizes salivation. The fast onset of 30 seconds and short duration times allow for no systemic absorption, while allowing complete temporary relief from the discomfort of many different procedures: local anesthetic injections, periodontal curetage, impression-taking, and intro-oral radiographs. This anesthetic comes in convenient 1 oz bottles. Rely on Gum Numb, a non-latex product made proudly in the U.S.A!Flavors:Bubble gumCherryGrapeMintPina coladaStrawberr",,,Anesthetics,Topicals,https://www.dentalcity.com//685/crosstex-gum-numb?66-320GR,https://www.dentalcity.com/MSDS/66-320BG.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19351-SkuImage.jpg
Dental City,66-320CH,Crosstex,UTCH,Gum Numb Topical Cherry 1oz UTCH,"Gum Numb is a topical anesthetic by Crosstex that contains 20% benzocaine and minimizes salivation. The fast onset of 30 seconds and short duration times allow for no systemic absorption, while allowing complete temporary relief from the discomfort of many different procedures: local anesthetic injections, periodontal curetage, impression-taking, and intro-oral radiographs. This anesthetic comes in convenient 1 oz bottles. Rely on Gum Numb, a non-latex product made proudly in the U.S.A!Flavors:Bubble gumCherryGrapeMintPina coladaStrawberr",,,Anesthetics,Topicals,https://www.dentalcity.com//685/crosstex-gum-numb?66-320CH,https://www.dentalcity.com/MSDS/66-320BG.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19351-SkuImage.jpg
Dental City,66-320BG,Crosstex,UTBG,Gum Numb Topical Bubblegum 1oz UTBG,"Gum Numb is a topical anesthetic by Crosstex that contains 20% benzocaine and minimizes salivation. The fast onset of 30 seconds and short duration times allow for no systemic absorption, while allowing complete temporary relief from the discomfort of many different procedures: local anesthetic injections, periodontal curetage, impression-taking, and intro-oral radiographs. This anesthetic comes in convenient 1 oz bottles. Rely on Gum Numb, a non-latex product made proudly in the U.S.A!Flavors:Bubble gumCherryGrapeMintPina coladaStrawberr",,,Anesthetics,Topicals,https://www.dentalcity.com//685/crosstex-gum-numb?66-320BG,https://www.dentalcity.com/MSDS/66-320BG.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19351-SkuImage.jpg
Dental City,66-0217,Cetylite,0217,Cetacaine Topical Gel 32gm 0217,"Cetylite® Cetacaine® Topical Anesthetic Gel is a fast-acting, long-lasting prescription topical anesthetic that is indicated for anesthesia of accessible mucous membrane except the eyes and can be applied directly to the required site.  Cetecaine Gel can be used to anesthetize mucous membrantes prior to minor surgical procedures or to reduce pain.  The triple-active formula is effective to provide profound anesthesia that your patients will notice. . Cetacaine Topica",,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-topical-gel?66-0217,https://www.dentalcity.com/MSDS/66-0217.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19249-SKU_Image1.jpg']
Dental City,66-0221,Cetylite,0221,Cetacaine Topical Gel 32gm Mint 0221,"Cetylite® Cetacaine® Topical Anesthetic Gel is a fast-acting, long-lasting prescription topical anesthetic that is indicated for anesthesia of accessible mucous membrane except the eyes and can be applied directly to the required site.  Cetecaine Gel can be used to anesthetize mucous membrantes prior to minor surgical procedures or to reduce pain.  The triple-active formula is effective to provide profound anesthesia that your patients will notice. . Cetacaine Topica",,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-topical-gel?66-0221,https://www.dentalcity.com/MSDS/66-0217.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19249-SKU_Image1.jpg']
Dental City,66-109,Beutlich,0679-02,Hurricaine Topical Spray Cherry 0679-02,"Beutlich® Hurricaine® Topical Anesthetic Spray  helps eliminate patient pain and discomfort during dental appointments.Features include: Anesthetic onset within 30 seconds. Perfect for single-patient use. Safe (available over the counter). Relieves oral pain and discomfort. Tasty wild cherry flavor Item includes: 2oz. Can, Disposable Extension Tub",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-spray?66-109,https://www.dentalcity.com/MSDS/66-109.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19287-SKU_Image1.jpg']
Dental City,66-0220,Cetylite,0220,Cetacaine Topical Spray 20gm 0220,"Cetylite® Cetacaine® Topical Anesthetic Spray is a fast-acting, long-lasting prescription topical anesthetic that permits direct application to the required site.  I",,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-topical-spray?66-0220,https://www.dentalcity.com/MSDS/66-512.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-45873-SkuImage.jpg
Dental City,66-089PC,Keystone Industries,03-01719,Topical Gel Dye-Free Pina Colada 03-01719,"Keystone Gelato Dye Free Topical Gel is 20% benzocaine anesthetic gel that is fast acting with no systemic absorption. The 20% benzocaine provides temporary relief of pain during procedures, including local anesthetic injections, periodontal curettage, impression taking, scaling, intra-oral radiographs, root planning and prophylaxis. Gelato Topical Anesthetic Gel comforts patients with ulcers, wounds or other minor mouth irritations.Features include: Pina Colada flavor. Fast acting. No bitter aftertaste. Dye free Item includes: 1oz. Bottle. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this ite",,,Anesthetics,Topicals,https://www.dentalcity.com//805/keystone-industries-topical-gel?66-089PC,https://www.dentalcity.com/MSDS/66-089PC.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19256-SkuImage.jpg
Dental City,66-99510,Septodont,99510,DycloPro Dyclonine Hydrochloride Topical Solution USP 0.5% 1oz 99510,"Septodont DycloPro Topical Anesthetic (Dyclonine Hydrochloride Topical Solution, USP 0.5%) is a topical rinse indicated for use in root planning and scaling, blocking the gag reflex and prior to the injections of local anesthetics.  It is also indicated to relieve the pain of oral ulcers or stomatitis.Indications: For use in root planning and scaling procedures. For anesthetizing accessible mucous membranes prior to various endoscopic procedures. To suppress the gag reflex in the positioing of x-ray films, making prosthetic impressions and doing surgical procedures in the molar areas Features and Benefits: 2 - 10 minute onset with approximately 30 minutes duration. Multiple doses in each jar This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//925/septodont-dyclopro-dyclonine-hydrochloride-topical-solution?66-99510, ,https://www.dentalcity.com/CatalogImages/DENLN/19-57158-SkuImage.jpg
Dental City,66-20010,Gingipak,20111,GINGICaine Topical Gel Variety Pack 1oz 6/Pack 20111," Gingi-Pak® GINGICaine® is a great-tasting topical anesthetic available in different flavors. A proven safe and effective 20% benzocaine formulation delivering quick onset (15 - 30 seconds) and helps eliminate downtime during procedures.Features include: Active ingredient is 20% benzocaine. Quick onset: 15 - 30 seconds. Six Pack Flavors: Bing Cherry, Banana, Chocolate Mint, Pina Colada, Strawberry, Cotton Candy Item includes: 6 x 1oz Jars. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",Pack ,6,Anesthetics,Topicals,https://www.dentalcity.com//759/gingipak-gingicaine-topical-gel-variety-6pack?66-20010,https://www.dentalcity.com/MSDS/66-20010.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19325-SkuImage.jpg
Dental City,66-103WA,Beutlich,0293-31,Hurricaine Gel Watermelon 1oz 293-31 0293-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-gel?66-103WA,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19277-SkuImage.jpg
Dental City,66-103M,Beutlich,0998-31,Hurricaine Gel Mint 1oz 0998-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-gel?66-103M,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19277-SkuImage.jpg
Dental City,66-103PC,Beutlich,0886-31,Hurricaine Gel Pina Colada 1oz 0886-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-gel?66-103PC,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19277-SkuImage.jpg
Dental City,66-103CH,Beutlich,0283-0871-31,Hurricaine Gel Cherry 1oz 0871-31 0283-0871-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-gel?66-103CH,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19277-SkuImage.jpg
Dental City,66-517,Keystone Industries,16621,Cora-Caine 36-4gm Tubes 16621,Cora-Caine® Denture Pain-Relieving Adhesive Ointment helps patients relieve pain and discomfort from new or intermediate dentures.I,,,Anesthetics,Topicals,https://www.dentalcity.com//805/keystone-industries-cora-caine?66-517,https://www.dentalcity.com/MSDS/66-517.pdf,['https://www.dentalcity.com/CatalogImages/DENLN/19-19365-SKU_Image1.jpg']
Dental City,66-0219T,Cetylite,0219T,Cetacaine Liquid Delivery Tips 50/Box,"Cetylite® Cetacaine Microcapillary Delivery Tips are for use with Cetacaine Topical Anesthetic Liquid and Delivery Syringes for precise delivery in dental applications. The tips are minimally invasive, and single use/disposable. Availalbe in 50/pack and 100/pack.  Use the dropdown above to choose your option.",Box,50,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-delivery-tips?66-0219T,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19252-SkuImage.jpg
Dental City,66-0213,Cetylite,0213,Cetacaine Liquid Microcapillary Delivery Tips 100/Pkg,"Cetylite® Cetacaine Microcapillary Delivery Tips are for use with Cetacaine Topical Anesthetic Liquid and Delivery Syringes for precise delivery in dental applications. The tips are minimally invasive, and single use/disposable. Availalbe in 50/pack and 100/pack.  Use the dropdown above to choose your option.",Pkg,100,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-delivery-tips?66-0213,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19252-SkuImage.jpg
Dental City,66-0218,Cetylite,0218,Cetacaine Topical Anesthetic Liquid Chairside Kit 0218,New unique dispenser cap for luer lock syringes. 14gm bottle yields up to 34 full mouth applications. Non-injectable. Measure and use only what you need - no waste. Onset within 30 seconds and duration typically 30-60 minutes.This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item,,,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-liquid-chairside-kit?66-0218, ,https://www.dentalcity.com/CatalogImages/DENLN/19-19250-SkuImage.jpg
Dental City,66-0219S,Cetylite,0219S,Cetacaine Syringes 50/Pack,"Delivery Syringes for use with Cetacaine Topical Anesthetic Liquid and microcapillary Delivery Tips for precise delivery in dental applications.  The Syringes are graduated according to product dosage, minimizing risk of dosing errors.  Single use/disposal",Pack,50,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-syringes?66-0219S,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19251-SkuImage.jpg
Dental City,66-0214,Cetylite,0214,Cetacaine Liquid Delivery Syringes 100/Pkg,"Delivery Syringes for use with Cetacaine Topical Anesthetic Liquid and microcapillary Delivery Tips for precise delivery in dental applications.  The Syringes are graduated according to product dosage, minimizing risk of dosing errors.  Single use/disposal",Pkg,100,Anesthetics,Topicals,https://www.dentalcity.com//671/cetylite-cetacaine-syringes?66-0214,https://www.dentalcity.com/MSDS/66-203.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19251-SkuImage.jpg
Dental City,66-510,Sultan,AD31000,Topex Topical Metered Spray  AD31000,"Topex is a fast-acting Topical Anesthetic that can also be used to comfort patients with ulcers, wounds, and other minor mouth irritations. It even eliminates the gag reflex when performing radiographs, periodontal, and prosthetic impressions and is easy to wash away, with no bitter aftertaste. The 20% Benzocaine formula packs a punch, with a fast onset time for complete, temporary relief. Use Topex for local anesthetic injections, periodontal curettage, impression taking, intra-oral radiographs, scaling, root planing, and prophylaxis.Topex Metered Spray is availabl in Cherry.This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//951/sultan-topex-topical-metered-spray?66-510,https://www.dentalcity.com/MSDS/66-510.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19362-SkuImage.jpg
Dental City,66-271100,J. Morita,27-1100,Caine Tips Cherry 100/Pack 27-1100,"CaineTips offer easy to use, topical pain relief in single dose packaging. CaineTips consist of individually wrapped, disposable swabs pre-filled with a 20% Benzocaine solution for intraoral applications. CaineTips are ideal for pain relief during dental and hygiene procedures. They are also an excellent source of relief for ulcers, wounds and other minor mouth irritations. CaineTips are available in a delicious cherry flavor",Pack ,100,Anesthetics,Topicals,https://www.dentalcity.com//792/j-morita-caine-tips?66-271100, ,https://www.dentalcity.com/CatalogImages/DENLN/19-19341-SkuImage.jpg
Dental City,66-109MT,Beutlich,0914-02,Hurricaine Topical Spray Mint 0914-02,,,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-topical-spray?66-109MT, ,https://www.dentalcity.com/CatalogImages/DENLN/19-52121-SkuImage.jpg
